CustomerID,CityTier,NumberOfDeviceRegistered,NumberOfAddress,OrderAmountHikeFromlastYear,Tenure_log,Dormancy_Shock,Recency_Tenure_Ratio,MonthlyOrderFreq,IssueIndex,Satisfaction_Per_Order,Silent_Killer,CashbackPerOrder,Promo_Sensitivity,Stagnant_Loyal,ManyAddressesFlag,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,Gender_Male,Churn_Actual,Churn_Prob,Churn_Pred,RiskLevel,CustomerGrade
,1,5,9,14.0,2.8903717578961645,4.800000000000001,0.8823529411764708,0.41176470588235303,0,0.375,0,30.0,0.875,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0331,0,안전,Platinum
,1,4,3,16.0,2.995732273553991,1.2272727272727275,0.4736842105263159,0.10526315789473686,1,1.6666666666666667,0,53.77666666666667,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,1,0,0.001,0,안전,Platinum
C0801,1,6,3,19.0,1.3862943611198906,5.142857142857143,3.0,1.0,0,0.25,1,38.05,0.25,0,1,0,0,0,0,0,1,0,1,0,1,0,0.0003,0,안전,Platinum
,1,4,1,21.0,1.6094379124341003,5.333333333333333,2.0000000000000004,1.7500000000000004,0,0.25,1,19.4775,0.125,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0002,0,안전,Platinum
,1,4,5,12.0,2.1972245773362196,1.7142857142857137,0.4999999999999999,0.6249999999999999,0,0.5,0,31.069999999999997,0.16666666666666666,0,1,1,0,0,1,0,0,0,0,1,0,0,0.0032,0,안전,Platinum
,3,4,10,13.0,3.044522437723423,0.5185185185185185,0.1,0.3,0,0.5714285714285714,0,34.285714285714285,0.42857142857142855,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0021,0,안전,Platinum
,1,3,1,17.0,2.772588722239781,3.3793103448275867,0.46666666666666673,0.8666666666666668,0,0.35714285714285715,0,17.142857142857142,0.21428571428571427,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0007,0,안전,Platinum
,1,3,5,12.0,1.0986122886681098,0.5,0.4999999999999999,0.4999999999999999,0,1.5,0,71.675,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0308,0,안전,Platinum
,1,3,4,22.0,2.0794415416798357,0.0,0.0,0.1428571428571429,1,1.5,0,65.805,0.0,0,1,0,0,0,0,1,0,0,1,0,1,1,0.9361,1,위험,Risk
C0402,1,3,6,14.0,2.9444389791664403,0.4000000000000001,0.22222222222222227,0.055555555555555566,1,2.5,0,120.0,0.5,0,1,1,0,0,0,0,0,1,0,0,1,1,0.9149,1,위험,Risk
,1,3,10,14.0,2.4849066497880004,0.3076923076923077,0.18181818181818182,0.09090909090909091,0,1.0,1,78.725,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0006,0,안전,Platinum
,1,4,9,11.0,1.9459101490553132,0.5000000000000001,0.33333333333333337,0.16666666666666669,0,2.0,0,69.19,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.0171,0,안전,Platinum
C0092,1,3,2,12.0,1.9459101490553132,4.0,2.0000000000000004,0.33333333333333337,1,0.3333333333333333,0,78.19333333333333,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0121,0,안전,Platinum
C0177,1,4,4,17.0,2.70805020110221,0.0,0.0,0.07142857142857142,0,1.0,1,60.885000000000005,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.2902,0,관심,Gold
,3,3,2,12.0,1.791759469228055,2.2857142857142856,1.6,0.2,0,1.0,1,76.98,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0.0011,0,안전,Platinum
C0965,1,3,3,16.0,2.70805020110221,0.0,0.0,0.07142857142857142,0,2.5,0,65.36,0.5,0,1,0,1,0,1,0,0,0,1,0,1,0,0.0333,0,안전,Platinum
,1,3,2,21.0,2.772588722239781,2.285714285714286,0.5333333333333334,0.33333333333333337,1,0.8333333333333334,0,29.01,0.8333333333333334,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0101,0,안전,Platinum
C0347,2,4,3,23.0,3.044522437723423,0.3913043478260869,0.15,0.1,1,1.3333333333333333,0,58.403333333333336,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0017,0,안전,Platinum
,1,3,8,15.0,2.4849066497880004,1.9285714285714288,0.8181818181818182,0.18181818181818182,0,0.3333333333333333,1,49.11666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0019,0,안전,Platinum
,3,5,6,14.0,2.3978952727983707,0.6923076923076922,0.29999999999999993,0.19999999999999996,0,1.6666666666666667,0,60.49,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,0,0,0.0446,0,안전,Platinum
,1,4,9,13.0,0.6931471805599453,7.199999999999999,8.0,8.0,1,0.3333333333333333,0,26.666666666666668,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,1,1,0.9985,1,고위험,Risk
,1,4,10,15.0,2.70805020110221,0.1764705882352941,0.07142857142857142,0.14285714285714285,1,1.3333333333333333,0,53.72333333333333,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,1,0,0.2118,0,관심,Gold
C1030,1,4,1,12.0,1.3862943611198906,4.8999999999999995,2.3333333333333335,2.0,0,0.2857142857142857,1,20.895714285714288,0.7142857142857143,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0003,0,안전,Platinum
C0991,1,3,1,14.0,3.367295829986474,1.9696969696969695,0.46428571428571425,0.14285714285714285,1,1.0,0,48.0,0.4,0,0,1,0,0,0,0,0,1,0,1,1,0,0.0027,0,안전,Platinum
,1,4,9,19.0,1.6094379124341003,3.428571428571429,2.0000000000000004,0.5000000000000001,1,1.0,0,57.31666666666666,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0295,0,안전,Platinum
,1,4,2,13.0,1.791759469228055,0.5,0.2,0.8,0,0.8,0,25.674,0.6,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0042,0,안전,Platinum
,1,4,3,12.0,2.302585092994046,4.0,0.7777777777777777,1.2222222222222219,1,0.25,0,19.073333333333334,0.08333333333333333,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0303,0,안전,Platinum
,3,4,4,19.0,2.6390573296152584,0.7058823529411766,0.23076923076923084,0.23076923076923084,0,0.25,1,41.5675,0.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0265,0,안전,Platinum
,3,5,4,13.0,1.6094379124341003,3.0000000000000004,1.7500000000000004,0.5000000000000001,1,1.3333333333333333,0,71.98,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,1,1,0.9622,1,고위험,Risk
,1,2,4,15.0,3.1354942159291497,0.3076923076923077,0.09090909090909091,0.13636363636363635,0,0.5,1,60.0,0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,0.0006,0,안전,Platinum
,1,4,3,12.0,2.302585092994046,0.5,0.22222222222222218,0.22222222222222218,1,1.0,0,55.830000000000005,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0283,0,안전,Platinum
,1,3,4,11.0,2.6390573296152584,0.9333333333333336,0.5384615384615387,0.07692307692307694,0,1.5,0,69.875,0.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0.011,0,안전,Platinum
,1,3,3,22.0,2.0794415416798357,0.0,0.0,0.1428571428571429,0,2.5,0,60.33,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.2719,0,관심,Gold
,1,2,10,13.0,1.3862943611198906,1.5,1.0,0.6666666666666666,1,1.0,0,62.64666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,1,0,0.1614,0,안전,Platinum
,1,6,2,17.0,2.302585092994046,1.0,0.44444444444444436,0.22222222222222218,0,1.0,0,50.68333333333334,0.6666666666666666,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0027,0,안전,Platinum
C0398,1,4,3,25.0,0.6931471805599453,1.5,2.0,2.0,1,0.3333333333333333,0,50.98333333333333,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,1,1,1,0.7584,1,주의,Silver
,1,3,3,14.0,3.1354942159291497,0.16666666666666666,0.09090909090909091,0.045454545454545456,0,1.5,0,83.255,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1e-04,0,안전,Platinum
,1,4,4,16.0,3.2188758248682006,0.2307692307692308,0.12500000000000003,0.04166666666666667,0,2.0,0,115.71000000000001,0.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0.0,0,안전,Platinum
,1,4,8,15.0,2.8903717578961645,0.15000000000000002,0.05882352941176472,0.11764705882352944,0,1.6666666666666667,0,80.0,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0065,0,안전,Platinum
C0090,1,2,3,14.0,2.772588722239781,1.5000000000000002,0.6000000000000001,0.13333333333333336,0,1.0,0,52.919999999999995,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,0,1e-04,0,안전,Platinum
C0646,1,5,6,15.0,2.5649493574615367,1.2,0.5,0.16666666666666666,0,1.3333333333333333,0,49.89333333333334,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0071,0,안전,Platinum
,1,4,5,15.0,3.4011973816621555,1.7297297297297298,0.2758620689655172,0.24137931034482757,1,0.5,0,23.60625,0.875,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0105,0,안전,Platinum
,1,1,4,14.0,0.0,2.727272727272727,30.0,10.0,1,1.5,0,62.16,0.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.9867,1,고위험,Risk
,1,3,8,21.0,2.5649493574615367,0.5882352941176471,0.16666666666666666,0.3333333333333333,0,0.6,0,46.928,0.4,0,1,1,0,0,0,0,0,0,0,1,1,0,0.0066,0,안전,Platinum
,3,5,2,13.0,2.70805020110221,4.153846153846153,0.6428571428571429,0.7857142857142857,0,0.3333333333333333,0,13.459166666666667,0.25,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0069,0,안전,Platinum
C0500,1,4,10,14.0,3.044522437723423,0.0,0.0,0.05,1,1.0,0,61.900000000000006,0.0,0,1,0,0,0,0,1,0,0,1,0,1,1,0.9101,1,위험,Risk
,2,4,9,11.0,2.5649493574615367,0.5714285714285714,0.3333333333333333,0.08333333333333333,0,0.5,1,76.02,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,0.0156,0,안전,Platinum
,1,2,3,22.0,0.6931471805599453,0.75,1.0,2.0,1,1.6666666666666667,0,47.00333333333333,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,1,1,0.9169,1,위험,Risk
,3,3,5,22.0,2.9444389791664403,1.7500000000000002,0.38888888888888895,0.27777777777777785,0,0.5,0,25.256666666666664,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0173,0,안전,Platinum
,1,3,10,17.0,1.0986122886681098,1.0,0.9999999999999998,0.4999999999999999,0,1.5,0,64.87,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0015,0,안전,Platinum
,1,3,2,14.0,1.6094379124341003,5.090909090909092,2.0000000000000004,1.5000000000000004,1,0.7142857142857143,0,17.478571428571428,0.7142857142857143,0,0,0,1,0,0,1,0,0,1,0,1,0,0.051,0,안전,Platinum
,1,5,3,16.0,0.6931471805599453,2.5,3.0,4.0,0,0.6,0,33.754000000000005,0.2,0,1,1,0,0,1,0,0,0,1,0,0,0,0.7857,1,주의,Silver
C0829,1,3,1,22.0,0.0,3.6363636363636362,40.0,10.0,0,2.5,0,65.51,0.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.9565,1,고위험,Risk
,2,5,3,13.0,0.6931471805599453,0.75,1.0,2.0,0,1.3333333333333333,0,51.21,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,0,0,1,0.9118,1,위험,Risk
,1,3,2,14.0,1.6094379124341003,5.090909090909092,2.0000000000000004,1.5000000000000004,1,0.7142857142857143,0,17.478571428571428,0.2857142857142857,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0532,0,안전,Platinum
,1,4,3,12.0,1.6094379124341003,7.333333333333333,2.7500000000000004,1.7500000000000004,0,0.625,0,19.465,0.125,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0193,0,안전,Platinum
C0191,1,4,4,16.0,2.1972245773362196,0.818181818181818,0.37499999999999994,0.24999999999999994,0,1.3333333333333333,0,49.370000000000005,0.3333333333333333,0,1,0,1,0,0,0,1,0,0,1,0,0,0.0031,0,안전,Platinum
,1,3,1,13.0,0.0,5.454545454545454,60.0,70.0,0,0.625,0,16.08375,0.875,0,0,0,1,0,0,1,0,0,0,1,1,0,0.1962,0,안전,Platinum
,1,4,3,12.0,2.70805020110221,2.2,0.35714285714285715,0.7142857142857143,0,0.2727272727272727,0,17.11181818181818,0.2727272727272727,0,1,0,0,0,1,0,0,0,1,0,0,0,0.004,0,안전,Platinum
,1,4,8,13.0,3.4657359027997265,1.2894736842105263,0.22580645161290322,0.1935483870967742,0,0.2857142857142857,1,32.87428571428571,0.2857142857142857,1,1,1,0,0,0,0,0,0,0,1,1,0,0.0006,0,안전,Platinum
C0746,3,4,3,12.0,2.302585092994046,0.75,0.33333333333333326,0.22222222222222218,0,0.3333333333333333,1,58.22666666666667,0.6666666666666666,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0204,0,안전,Platinum
,1,2,4,14.0,2.833213344056216,0.6315789473684211,0.25,0.125,1,0.3333333333333333,0,59.10333333333333,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,0,0,1e-04,0,안전,Platinum
,3,4,9,17.0,2.5649493574615367,0.2,0.08333333333333333,0.16666666666666666,0,1.3333333333333333,0,66.17,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,1,0,0.0067,0,안전,Platinum
,1,4,2,12.0,2.0794415416798357,3.9375,1.0000000000000002,1.1428571428571432,0,0.1111111111111111,1,14.365555555555554,0.1111111111111111,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0149,0,안전,Platinum
,1,3,1,18.0,3.258096538021482,0.14814814814814814,0.07999999999999999,0.039999999999999994,0,1.0,1,71.29,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0002,0,안전,Platinum
,1,2,7,12.0,3.1354942159291497,0.12000000000000002,0.045454545454545456,0.09090909090909091,0,1.3333333333333333,0,50.196666666666665,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,1,1,0,0.0018,0,안전,Platinum
,3,5,8,20.0,0.6931471805599453,2.25,3.0,2.0,1,1.0,0,51.0,0.6666666666666666,0,1,1,0,0,0,0,1,0,1,0,0,1,0.9953,1,고위험,Risk
C0223,3,4,2,20.0,1.3862943611198906,1.0,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,1,56.13999999999999,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0.005,0,안전,Platinum
,1,2,3,12.0,2.5649493574615367,0.8,0.3333333333333333,0.16666666666666666,0,1.0,0,50.36666666666667,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,1,0,0.0012,0,안전,Platinum
C0973,3,3,2,22.0,1.6094379124341003,0.6666666666666667,0.5000000000000001,0.25000000000000006,1,2.0,0,65.7,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.3631,0,관심,Gold
,1,4,5,20.0,2.5649493574615367,0.8,0.3333333333333333,0.16666666666666666,0,1.0,0,74.41333333333334,0.6666666666666666,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0057,0,안전,Platinum
,1,5,3,12.0,2.6390573296152584,5.500000000000001,0.8461538461538464,0.9230769230769234,0,0.23076923076923078,0,13.117692307692307,0.23076923076923078,0,1,1,0,0,1,0,0,0,0,1,0,0,0.0002,0,안전,Platinum
,1,4,9,20.0,1.0986122886681098,0.5999999999999999,0.4999999999999999,0.9999999999999998,1,1.6666666666666667,0,63.91,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,1,1,0.8866,1,위험,Risk
,1,3,2,11.0,3.2188758248682006,0.0,0.0,0.04166666666666667,0,1.0,1,63.614999999999995,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0.002,0,안전,Platinum
,1,3,2,14.0,1.6094379124341003,0.0,0.0,0.25000000000000006,0,2.0,0,60.040000000000006,0.5,0,0,1,0,0,0,1,0,0,1,0,1,0,0.1395,0,안전,Platinum
,1,3,5,22.0,2.302585092994046,2.1538461538461537,0.7777777777777777,0.33333333333333326,0,1.0,0,47.315,0.75,0,1,1,0,0,1,0,0,0,1,0,0,1,0.5972,1,주의,Silver
,1,1,5,12.0,2.833213344056216,0.2222222222222222,0.125,0.0625,0,1.5,0,73.695,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0004,0,안전,Platinum
,1,4,2,13.0,2.0794415416798357,0.6666666666666669,0.42857142857142866,0.1428571428571429,1,1.0,0,68.11,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0273,0,안전,Platinum
,1,2,3,13.0,0.6931471805599453,3.0,4.0,2.0,0,0.3333333333333333,1,59.906666666666666,0.6666666666666666,0,1,1,0,0,1,0,0,0,1,0,1,0,0.001,0,안전,Platinum
,1,4,2,15.0,0.0,0.0,0.0,10.0,1,2.5,0,63.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0.9853,1,고위험,Risk
,3,4,2,13.0,2.302585092994046,0.0,0.0,0.9999999999999998,0,0.3,0,17.596,0.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0073,0,안전,Platinum
,1,6,3,12.0,1.791759469228055,0.37499999999999994,0.2,0.4,1,0.3333333333333333,0,45.43,0.3333333333333333,0,1,0,1,0,0,0,1,0,1,0,0,0,0.1457,0,안전,Platinum
C0710,1,3,3,11.0,2.995732273553991,0.38095238095238104,0.21052631578947373,0.05263157894736843,0,0.5,1,86.895,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.003,0,안전,Platinum
C1008,3,4,3,15.0,2.0794415416798357,0.5333333333333334,0.1428571428571429,1.0000000000000002,0,0.375,0,30.0,0.75,0,1,0,0,1,0,0,0,0,0,1,1,0,0.0114,0,안전,Platinum
C0986,3,2,2,13.0,1.791759469228055,1.3333333333333333,0.6,0.6,0,0.5,1,38.2275,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0039,0,안전,Platinum
,3,4,5,18.0,0.6931471805599453,3.0,4.0,2.0,1,1.6666666666666667,0,69.08,0.3333333333333333,0,1,1,0,0,1,0,0,0,0,1,0,1,0.9981,1,고위험,Risk
,1,3,2,20.0,0.0,3.6363636363636362,40.0,10.0,0,2.0,0,81.985,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0.01,0,안전,VIP
,1,3,2,13.0,1.0986122886681098,6.666666666666667,4.999999999999999,1.4999999999999998,0,0.25,1,34.53,0.25,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0058,0,안전,Platinum
C0149,3,3,9,15.0,2.9444389791664403,0.10000000000000002,0.055555555555555566,0.055555555555555566,0,1.5,0,74.25,0.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0.0221,0,안전,Platinum
,3,4,5,15.0,2.70805020110221,0.1764705882352941,0.07142857142857142,0.14285714285714285,1,1.0,0,57.42666666666667,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,1,1,1,0.9424,1,위험,Risk
,3,5,6,14.0,2.70805020110221,0.2222222222222222,0.07142857142857142,0.21428571428571427,1,1.25,0,58.385000000000005,0.75,0,1,1,0,0,0,0,0,0,1,0,1,1,0.9194,1,위험,Risk
,3,3,4,14.0,2.6390573296152584,3.1578947368421058,0.7692307692307695,0.38461538461538475,0,0.6666666666666666,0,26.128333333333334,0.16666666666666666,0,1,1,0,0,1,0,0,0,1,0,0,0,0.0108,0,안전,Platinum
,1,4,8,18.0,0.6931471805599453,1.6,2.0,3.0,0,0.75,0,42.205,0.25,0,1,1,0,0,0,0,1,0,0,1,1,1,0.6816,1,주의,Silver
,2,4,5,11.0,2.0794415416798357,1.7777777777777781,1.1428571428571432,0.1428571428571429,0,2.0,0,72.45,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0232,0,안전,Platinum
C1001,1,5,3,19.0,0.6931471805599453,0.75,1.0,2.0,1,0.3333333333333333,0,51.419999999999995,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,1,0.9606,1,고위험,Risk
,1,5,3,13.0,2.0794415416798357,0.0,0.0,0.1428571428571429,0,1.5,0,61.45,0.5,0,1,0,0,0,0,1,0,0,0,1,1,0,0.6609,1,주의,Silver
,1,4,11,18.0,2.1972245773362196,0.6666666666666665,0.24999999999999994,0.37499999999999994,0,0.25,1,44.96,0.5,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0062,0,안전,Platinum
,1,3,1,14.0,2.6390573296152584,2.11764705882353,0.6923076923076925,0.23076923076923084,0,0.75,0,60.0,0.75,0,0,1,0,0,0,0,0,1,1,0,1,0,0.0011,0,안전,Platinum
,1,5,3,21.0,2.302585092994046,3.2941176470588234,0.7777777777777777,0.7777777777777777,1,0.625,0,25.315,0.625,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0134,0,안전,Platinum
,1,4,4,18.0,2.0794415416798357,0.30000000000000004,0.1428571428571429,0.2857142857142858,1,1.0,0,62.96,0.6666666666666666,0,1,1,0,0,1,0,0,0,0,1,1,0,0.0979,0,안전,Platinum
,1,1,2,16.0,0.0,12.727272727272727,140.0,150.0,0,0.3125,0,7.964375,0.1875,0,0,0,1,0,0,1,0,0,0,1,0,1,0.9764,1,고위험,Risk
,1,3,10,22.0,3.1780538303479458,0.23999999999999996,0.13043478260869562,0.04347826086956521,0,0.5,1,120.0,0.5,0,1,1,0,1,0,0,0,0,1,0,1,0,1e-04,0,안전,Platinum
C0381,1,4,11,18.0,2.70805020110221,3.68421052631579,1.0,0.2857142857142857,0,0.6,0,48.0,0.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0.002,0,안전,Platinum
C0025,3,4,6,17.0,3.4339872044851463,0.3125,0.16666666666666666,0.03333333333333333,0,1.0,1,75.855,0.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0.0004,0,안전,Platinum
,1,4,2,18.0,1.6094379124341003,0.0,0.0,0.25000000000000006,0,1.5,0,56.405,0.5,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0431,0,안전,Platinum
,1,1,2,12.0,0.0,2.727272727272727,30.0,10.0,0,0.5,1,77.36,0.5,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0031,0,안전,VIP
,1,3,3,14.0,2.6390573296152584,0.2666666666666667,0.15384615384615388,0.07692307692307694,0,1.5,0,61.724999999999994,0.5,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0471,0,안전,Platinum
,1,1,8,17.0,0.0,1.8181818181818181,20.0,10.0,0,1.5,0,67.585,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.0313,0,안전,VIP
C0022,1,4,8,15.0,2.772588722239781,0.42105263157894735,0.13333333333333336,0.2,0,0.75,0,43.7575,0.75,0,1,1,0,0,1,0,0,0,0,1,0,0,0.001,0,안전,Platinum
,1,3,3,11.0,2.0794415416798357,0.44444444444444453,0.2857142857142858,0.1428571428571429,0,1.5,0,70.165,0.5,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0627,0,안전,Platinum
,3,4,2,14.0,0.6931471805599453,1.6,2.0,3.0,0,0.25,1,37.25,0.5,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0239,0,안전,VIP
,3,4,3,12.0,1.3862943611198906,0.0,0.0,0.3333333333333333,1,1.5,0,81.9,0.5,0,1,1,0,0,1,0,0,0,0,0,1,1,0.9619,1,고위험,Risk
C0178,1,4,2,17.0,2.0794415416798357,2.0000000000000004,1.285714285714286,0.1428571428571429,0,1.5,0,97.735,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0014,0,안전,Platinum
,1,4,2,12.0,2.3978952727983707,6.545454545454545,1.1999999999999997,1.0999999999999999,0,0.08333333333333333,1,13.091666666666667,0.16666666666666666,0,0,1,0,0,0,0,1,0,1,0,1,0,0.0083,0,안전,Platinum
,3,2,5,11.0,1.6094379124341003,4.666666666666667,1.7500000000000004,1.7500000000000004,0,0.25,1,21.16125,0.375,0,1,1,0,0,1,0,0,0,0,0,1,0,0.0013,0,안전,Platinum
,3,3,1,15.0,2.4849066497880004,2.823529411764706,0.7272727272727273,0.45454545454545453,0,0.6666666666666666,0,24.066666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0114,0,안전,Platinum
,3,4,4,15.0,3.1354942159291497,2.1333333333333333,0.36363636363636365,0.3181818181818182,0,0.25,1,20.68875,0.625,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0017,0,안전,Platinum
,3,3,2,23.0,0.0,3.6363636363636362,40.0,10.0,0,0.5,1,80.9,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.009,0,안전,VIP
,3,5,9,24.0,0.6931471805599453,3.0,4.0,2.0,0,1.6666666666666667,0,53.02333333333333,0.3333333333333333,0,1,1,0,0,0,0,1,0,0,1,1,1,0.9814,1,고위험,Risk
,3,4,8,14.0,2.833213344056216,0.15789473684210528,0.0625,0.125,0,1.0,0,80.0,0.3333333333333333,0,1,1,0,0,0,0,0,1,0,0,1,0,0.002,0,안전,Platinum
,3,5,1,21.0,0.0,0.0,0.0,10.0,0,2.5,0,61.625,0.5,0,0,0,0,0,0,1,0,0,0,1,0,1,0.993,1,고위험,Risk
,1,4,2,11.0,2.833213344056216,0.0,0.0,0.0625,0,1.5,0,76.285,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0033,0,안전,Platinum
,1,4,3,13.0,0.6931471805599453,0.75,1.0,2.0,1,1.6666666666666667,0,48.580000000000005,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,0,0,1,0.992,1,고위험,Risk
,1,3,10,16.0,2.70805020110221,0.25,0.14285714285714285,0.07142857142857142,0,1.0,1,61.004999999999995,0.5,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0298,0,안전,Platinum
,1,3,2,11.0,0.0,0.0,0.0,10.0,1,1.0,0,62.575,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0.9596,1,고위험,Risk
,1,5,2,11.0,1.6094379124341003,0.0,0.0,0.25000000000000006,1,0.5,0,55.644999999999996,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.4653,0,관심,Gold
,1,4,2,11.0,0.0,0.0,0.0,10.0,0,2.0,0,63.47,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.7841,1,주의,Silver
,2,4,3,16.0,0.6931471805599453,2.4,3.0,3.0,0,0.75,0,38.105,0.75,0,1,1,0,0,0,0,1,0,1,0,0,1,0.8989,1,위험,Risk
,3,4,2,17.0,2.302585092994046,1.25,0.5555555555555555,0.22222222222222218,0,1.6666666666666667,0,60.20333333333334,0.6666666666666666,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0086,0,안전,Platinum
,1,3,10,11.0,3.1354942159291497,0.16666666666666666,0.09090909090909091,0.045454545454545456,1,2.5,0,120.0,0.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0021,0,안전,Platinum
C0898,1,4,2,16.0,2.302585092994046,1.4545454545454544,0.8888888888888887,0.11111111111111109,0,0.5,1,79.05,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0.0011,0,안전,Platinum
C0676,3,4,3,12.0,2.302585092994046,0.75,0.33333333333333326,0.22222222222222218,0,0.6666666666666666,1,58.22666666666667,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,1,0,0.02,0,안전,Platinum
