CustomerID,Churn_Actual,Churn_Pred,Churn_Prob,RiskLevel,CustomerGrade,MonthlyOrderFreq,Dormancy_Shock,Recency_Tenure_Ratio,CashbackPerOrder,Promo_Sensitivity,Satisfaction_Per_Order,IssueIndex,Silent_Killer,Stagnant_Loyal,OrderAmountHikeFromlastYear,Tenure_log,NumberOfAddress
C0430,1,1,0.9338,위험,Risk,0.25,0.2727,0.125,52.2,0.3333,1.0,1,0,0,23.0,2.1972,5
C0431,0,0,0.0043,안전,Platinum,0.5,1.0,1.0,68.8,0.5,0.5,0,1,0,15.0,1.0986,2
C0432,0,0,0.0079,안전,Platinum,0.375,4.2609,0.875,34.29,0.8571,0.4286,0,0,0,14.0,2.8332,8
C0433,0,0,0.0002,안전,Platinum,0.2143,0.4,0.0714,34.29,0.4286,0.7143,0,0,0,15.0,3.3673,8
C0434,0,0,0.0003,안전,Platinum,0.0645,0.4412,0.1613,80.0,0.3333,0.6667,1,0,1,15.0,3.4657,5
C0435,0,0,0.0911,안전,Platinum,0.25,1.0909,0.5,51.65,0.6667,1.6667,0,0,0,15.0,2.1972,7
C0436,0,0,0.0002,안전,Platinum,0.6522,2.8718,0.3043,15.0,0.1875,0.1875,0,0,0,15.0,3.1781,1
C0437,0,0,0.0093,안전,Platinum,0.0909,0.3077,0.1818,81.44,0.5,2.5,0,0,0,15.0,2.4849,3
C0438,0,0,0.0012,안전,Platinum,0.1111,0.3636,0.2222,71.87,0.5,1.5,0,0,0,15.0,2.3026,1
C0439,0,0,0.0003,안전,Platinum,0.5714,3.3333,1.1429,33.6,0.0,0.6,0,0,0,21.0,2.0794,2
C0440,0,0,0.0003,안전,Platinum,0.8,3.5,1.4,30.62,0.2,0.2,0,1,0,15.0,1.7918,2
C0441,0,0,0.0002,안전,Platinum,0.0455,0.3333,0.1818,66.06,0.5,2.5,0,0,0,14.0,3.1355,2
C0442,0,0,0.0497,안전,Platinum,0.15,0.5,0.15,60.0,0.5,0.25,1,0,0,14.0,3.0445,9
C0443,0,0,0.0162,안전,Platinum,0.3636,3.75,1.0909,31.96,0.0,1.0,1,0,0,12.0,2.4849,7
C0444,1,1,0.9989,고위험,Risk,7.0,7.1111,8.0,21.35,0.75,0.125,1,0,0,25.0,0.6931,5
C0445,0,0,0.0002,안전,Platinum,0.0357,0.5333,0.2857,77.08,0.5,1.0,1,0,0,19.0,3.3673,4
C0446,1,1,0.8965,위험,Risk,0.1429,0.4444,0.2857,64.68,0.5,1.5,1,0,0,11.0,2.0794,2
C0447,0,0,0.0242,안전,Platinum,2.0,6.0,8.0,62.38,0.3333,1.3333,0,0,0,19.0,0.6931,3
C0448,0,0,0.0065,안전,Platinum,0.2,0.8571,0.6,72.02,0.0,0.5,0,1,0,11.0,1.7918,3
C0449,0,0,0.0706,안전,Platinum,2.0,3.0,4.0,55.85,0.6667,1.6667,0,0,0,13.0,0.6931,3
C0450,0,0,0.0077,안전,Platinum,0.2143,0.8889,0.2857,60.0,0.25,1.0,0,0,0,19.0,2.7081,2
C0451,0,0,0.0573,안전,Platinum,2.0,3.0,4.0,55.54,0.6667,1.0,1,0,0,13.0,0.6931,3
C0452,0,0,0.0099,안전,Platinum,0.0556,0.2,0.1111,103.8,0.0,2.5,1,0,0,12.0,2.9444,5
C0453,0,0,0.0011,안전,Platinum,0.2857,2.7,1.2857,55.12,0.3333,1.6667,0,0,0,23.0,2.0794,3
C0454,0,0,0.0043,안전,Platinum,1.8,4.0,1.2,18.36,0.1,0.2,1,0,0,12.0,1.7918,2
C0455,0,0,0.002,안전,Platinum,0.3333,1.3333,0.6667,58.92,0.6667,1.0,0,0,0,13.0,1.9459,7
C0456,0,0,0.4971,관심,Gold,7.0,8.0,9.0,18.42,0.375,0.625,1,0,0,15.0,0.6931,3
C0457,0,0,0.0044,안전,Platinum,0.1875,2.2,0.6875,60.0,0.25,0.75,1,0,0,15.0,2.8332,2
C0458,0,0,0.0969,안전,Platinum,0.1111,0.4286,0.1667,49.79,0.3333,0.3333,1,0,0,13.0,2.9444,8
C0459,0,0,0.0004,안전,Platinum,0.28,1.9394,0.32,30.0,0.375,0.125,0,1,0,15.0,3.2581,3
C0460,0,0,0.0017,안전,Platinum,0.0588,0.1053,0.0588,120.0,0.0,0.5,1,0,0,14.0,2.8904,5
C0461,0,0,0.0019,안전,Platinum,0.3333,1.3333,0.6667,58.92,0.6667,1.0,0,0,0,13.0,1.9459,7
C0462,0,0,0.2881,관심,Gold,10.0,0.9091,10.0,65.29,0.0,2.0,1,0,0,16.0,0.0,1
C0463,0,0,0.0227,안전,Platinum,0.0909,1.3846,0.8182,76.72,0.0,0.5,0,1,0,11.0,2.4849,2
C0464,1,1,0.5106,주의,Silver,10.0,0.0,0.0,62.82,0.0,0.5,0,1,0,12.0,0.0,2
C0465,0,0,0.0006,안전,Platinum,0.037,0.2759,0.1481,102.51,0.5,1.5,0,0,0,17.0,3.3322,8
C0466,0,0,0.0005,안전,Platinum,0.1818,0.2143,0.0909,57.27,0.6667,0.3333,0,1,0,18.0,2.4849,5
C0467,0,0,0.018,안전,Platinum,0.4545,0.0,0.0,21.41,0.1667,0.5,0,0,0,13.0,2.4849,2
C0468,0,0,1e-04,안전,Platinum,0.0833,1.5556,0.5833,62.82,0.6667,1.0,0,0,0,13.0,3.2189,2
C0469,0,0,0.0006,안전,Platinum,0.25,0.8182,0.375,56.35,0.3333,1.0,0,0,0,13.0,2.1972,4
C0470,0,0,0.0078,안전,Platinum,0.6667,1.5,1.0,59.58,0.6667,1.6667,0,0,0,13.0,1.3863,2
C0471,0,0,0.0004,안전,Platinum,0.5,4.2857,2.5,60.92,0.6667,0.3333,0,1,0,14.0,1.6094,3
C0472,0,0,0.0446,안전,Platinum,0.2857,0.6,0.2857,50.41,0.3333,1.3333,0,0,0,22.0,2.0794,8
C0473,0,0,0.0245,안전,Platinum,0.2,3.7895,1.2,43.05,0.5,1.25,1,0,0,14.0,2.7726,4
C0474,0,0,0.0004,안전,Platinum,0.7143,5.0769,1.5714,25.47,0.3333,0.3333,0,1,0,14.0,2.0794,2
C0475,0,0,0.0002,안전,Platinum,0.069,0.2812,0.1034,78.25,0.3333,1.3333,0,0,0,19.0,3.4012,5
C0476,0,0,0.0843,안전,VIP,10.0,2.7273,30.0,72.44,0.0,0.5,1,0,0,11.0,0.0,2
C0477,0,0,0.0003,안전,Platinum,0.08,0.4286,0.16,48.58,0.6667,0.3333,0,1,0,24.0,3.2581,5
C0478,0,0,0.07,안전,Platinum,0.6,5.1212,0.65,18.28,0.0769,0.2308,1,0,0,12.0,3.0445,10
C0479,0,1,0.5692,주의,Silver,3.0,2.4,3.0,38.21,0.25,0.75,0,0,0,20.0,0.6931,3
C0480,0,0,0.0133,안전,Platinum,0.5,3.3158,0.75,24.2,0.2857,0.5714,0,0,0,16.0,2.5649,2
C0481,0,0,0.4172,관심,Gold,10.0,6.3636,70.0,71.47,0.0,2.5,0,0,0,12.0,0.0,2
C0482,1,1,0.9965,고위험,Risk,70.0,6.3636,70.0,15.49,0.5,0.375,1,0,0,13.0,0.0,2
C0483,0,0,0.0002,안전,Platinum,0.0833,0.7778,0.2917,77.05,0.6667,1.0,0,0,0,11.0,3.2189,3
C0484,0,0,0.0003,안전,Platinum,0.5217,1.0833,0.1304,16.34,0.2308,0.2308,1,0,0,15.0,3.1781,3
C0485,0,0,0.0025,안전,Platinum,0.6667,1.0,0.6667,52.64,0.3333,1.3333,0,0,0,15.0,1.3863,2
C0486,0,0,0.008,안전,Platinum,0.3333,1.3333,0.6667,56.34,0.3333,0.3333,0,1,0,12.0,1.9459,4
C0487,0,0,0.0303,안전,Platinum,0.9412,3.5,0.4118,13.37,0.6471,0.0588,0,1,0,15.0,2.8904,5
C0488,1,1,0.9994,고위험,Risk,10.0,0.0,0.0,61.7,0.5,1.0,1,0,0,18.0,0.0,2
C0489,0,0,0.014,안전,Platinum,0.6154,3.2727,0.6154,16.29,0.3333,0.1111,0,1,0,13.0,2.6391,2
C0490,0,0,0.0018,안전,Platinum,0.1111,0.0,0.0,68.44,0.5,0.5,0,1,0,18.0,2.3026,5
C0491,0,0,0.008,안전,Platinum,0.0714,1.0,0.5714,62.26,0.5,1.5,0,0,0,12.0,2.7081,5
C0492,0,0,0.0009,안전,Platinum,0.1,0.5,0.3,67.5,0.5,1.5,0,0,0,14.0,2.3979,1
C0493,0,0,0.0011,안전,Platinum,0.1176,0.45,0.1765,57.46,0.3333,1.0,0,0,0,13.0,2.8904,6
C0494,0,0,0.0034,안전,Platinum,0.2222,4.0,1.7778,77.28,1.3333,1.0,1,0,0,21.0,2.3026,3
C0495,0,0,0.0159,안전,Platinum,1.0,2.0,3.0,74.49,0.5,2.5,0,0,0,14.0,0.6931,1
C0496,0,0,0.0416,안전,Platinum,0.7273,3.15,0.6364,23.7,0.2222,0.4444,0,0,0,14.0,2.4849,3
C0497,0,0,0.029,안전,Platinum,1.125,3.8889,0.875,19.58,0.8,0.3,1,0,0,15.0,2.1972,3
C0498,1,1,0.9966,고위험,Risk,11.0,10.0,11.0,14.25,0.25,0.3333,1,0,0,24.0,0.6931,2
C0499,0,0,0.0056,안전,VIP,20.0,1.8182,20.0,43.72,0.0,0.3333,0,1,0,18.0,0.0,2
C0500,0,0,0.0163,안전,Platinum,0.1905,1.3462,0.3333,42.0,0.2,0.6,0,0,0,14.0,3.091,8
C0501,0,1,0.5566,주의,Silver,10.0,1.8182,20.0,61.9,0.5,2.5,1,0,0,11.0,0.0,2
C0502,0,0,0.2317,관심,Gold,10.0,1.8182,20.0,66.14,0.0,0.5,0,1,0,11.0,0.0,5
C0503,1,1,0.8209,위험,Risk,0.25,0.8182,0.375,51.45,0.6667,1.0,1,0,0,12.0,2.1972,3
C0504,0,0,0.0013,안전,Platinum,0.0526,0.2857,0.1579,101.84,0.0,0.5,1,0,0,12.0,2.9957,5
C0505,0,0,0.0004,안전,Platinum,0.2593,2.9714,0.4815,25.03,0.125,0.5,0,0,0,13.0,3.3322,4
C0506,0,0,0.0121,안전,Platinum,0.2,2.3158,0.7333,60.0,0.75,0.75,0,0,0,14.0,2.7726,3
C0507,1,1,0.9296,위험,Risk,0.1053,0.6818,0.2632,80.0,0.6667,1.6667,1,0,0,14.0,2.9957,7
C0508,0,0,0.0061,안전,Platinum,0.5,1.7143,1.0,74.86,0.6667,1.6667,0,0,0,16.0,1.6094,2
C0509,0,0,0.0005,안전,Platinum,0.0333,0.3125,0.1667,75.86,0.0,0.5,0,1,1,17.0,3.434,6
C0510,0,0,0.0646,안전,Platinum,0.6,3.2941,0.8,29.74,0.2857,0.7143,1,0,0,14.0,2.3979,9
C0511,0,0,0.001,안전,Platinum,0.2,0.9231,0.4,50.24,0.3333,0.3333,0,1,0,18.0,2.3979,6
C0512,0,0,0.007,안전,Platinum,0.3077,1.9444,0.5385,44.23,0.8,0.4,0,1,0,18.0,2.6391,2
C0513,0,0,0.0022,안전,Platinum,0.1875,0.6,0.1875,41.47,0.25,0.25,0,1,0,14.0,2.8332,3
C0514,0,0,0.0024,안전,Platinum,0.2222,1.0,0.4444,50.68,0.3333,1.0,0,0,0,17.0,2.3026,2
C0515,0,1,0.6839,주의,Silver,2.0,0.75,1.0,51.55,0.6667,1.0,0,0,0,19.0,0.6931,2
C0516,0,0,0.0003,안전,Platinum,0.8571,4.3333,0.6429,14.52,0.5385,0.2308,0,0,0,21.0,2.7081,7
C0517,0,0,0.0046,안전,Platinum,0.3333,0.8,0.6667,80.46,0.0,1.0,0,1,0,20.0,1.3863,3
C0518,0,0,0.0024,안전,Platinum,0.5,0.3684,0.0833,21.92,0.2857,0.4286,0,0,0,14.0,2.5649,3
C0519,1,1,0.872,위험,Risk,2.0,2.25,3.0,54.1,0.3333,1.0,1,0,0,15.0,0.6931,2
C0520,1,1,0.9994,고위험,Risk,2.0,0.75,1.0,47.93,0.6667,1.3333,1,0,0,15.0,0.6931,3
C0521,0,0,0.2301,관심,Gold,2.0,0.75,1.0,47.35,0.6667,0.6667,0,1,0,12.0,0.6931,3
C0522,0,0,0.1891,안전,Platinum,0.6,1.7778,0.8,38.91,0.25,1.25,1,0,0,14.0,1.7918,3
C0523,0,0,0.0091,안전,Platinum,0.6,4.6829,0.48,15.0,0.1875,0.1875,1,0,0,18.0,3.2581,2
C0524,0,0,0.0014,안전,Platinum,0.2,2.3077,1.0,67.6,0.6667,0.6667,0,1,0,21.0,2.3979,4
C0525,0,0,0.0507,안전,Platinum,0.25,0.0,0.0,60.42,0.5,1.5,0,0,0,20.0,1.6094,2
C0526,0,0,0.012,안전,Platinum,0.125,0.6316,0.25,62.48,0.3333,1.0,0,0,0,18.0,2.8332,9
C0527,0,1,0.799,주의,Silver,2.0,2.25,3.0,49.6,0.6667,1.6667,1,0,0,12.0,0.6931,3
C0528,0,0,0.2398,관심,Gold,10.0,1.8182,20.0,66.88,0.0,1.5,0,0,0,12.0,0.0,1
C0529,0,0,0.0077,안전,Platinum,0.0833,0.1111,0.0417,49.6,0.6667,0.6667,0,1,0,19.0,3.2189,6
C0530,1,1,0.6932,주의,Silver,0.1667,0.75,0.5,76.73,0.5,1.5,0,0,0,13.0,1.9459,9
C0531,0,0,0.002,안전,Platinum,0.5,1.0,1.0,64.87,0.5,1.5,0,0,0,17.0,1.0986,10
C0532,0,0,0.0159,안전,Platinum,0.25,1.9048,0.5,48.0,0.8,1.0,0,0,0,14.0,2.8332,11
C0533,0,0,0.0188,안전,Platinum,2.0,3.75,5.0,62.27,0.3333,0.6667,0,1,0,24.0,0.6931,3
C0534,1,1,0.609,주의,Silver,3.0,1.6,2.0,42.2,0.75,0.75,0,0,0,18.0,0.6931,8
C0535,0,0,0.0055,안전,Platinum,0.1053,2.1818,0.8421,49.49,0.6667,1.3333,0,0,0,19.0,2.9957,10
C0536,0,0,0.0055,안전,Platinum,0.0714,0.875,0.5,84.06,0.0,1.5,1,0,0,17.0,2.7081,3
C0537,0,0,0.0355,안전,Platinum,0.25,0.0,0.0,60.31,0.5,0.5,0,1,0,21.0,1.6094,2
C0538,0,0,0.0011,안전,Platinum,0.1429,2.0,1.2857,97.74,0.0,1.5,0,0,0,17.0,2.0794,2
C0539,0,0,0.2663,관심,Gold,2.0,2.25,3.0,50.53,0.3333,0.6667,1,0,0,14.0,0.6931,3
C0540,0,0,0.0612,안전,Platinum,2.0,2.25,3.0,62.44,0.6667,1.0,0,0,0,12.0,0.6931,4
C0541,0,0,0.0344,안전,Platinum,0.1429,0.2222,0.1429,60.22,0.5,0.5,0,1,0,13.0,2.0794,1
C0542,0,0,0.0098,안전,Platinum,2.0,3.75,5.0,53.15,0.3333,0.3333,0,1,0,12.0,0.6931,3
C0543,0,0,0.0321,안전,Platinum,0.0714,0.875,0.5,90.94,0.0,1.5,1,0,0,13.0,2.7081,4
C0544,0,0,0.4019,관심,Gold,0.5,1.2857,0.75,43.55,0.6667,1.6667,1,0,0,13.0,1.6094,2
C0545,0,0,0.0062,안전,Platinum,0.0556,0.3,0.1667,77.0,0.5,1.5,0,0,0,12.0,2.9444,5
C0546,0,0,0.309,관심,Gold,0.2857,0.0,0.0,46.05,0.6667,1.0,1,0,0,17.0,2.0794,2
C0547,0,0,0.0073,안전,Platinum,0.25,0.2727,0.125,48.36,0.6667,1.3333,0,0,0,15.0,2.1972,3
C0548,1,1,0.9517,고위험,Risk,0.25,0.0,0.0,57.08,0.0,2.5,0,0,0,13.0,1.6094,2
C0549,1,1,0.9565,고위험,Risk,10.0,3.6364,40.0,65.51,0.0,2.5,0,0,0,22.0,0.0,1
C0550,0,0,0.0007,안전,Platinum,0.0714,0.3871,0.1429,57.9,0.3333,1.0,0,0,0,13.0,3.3673,5
C0551,0,0,0.0009,안전,Platinum,0.037,0.6207,0.3333,120.0,0.5,0.5,0,1,0,14.0,3.3322,4
C0552,0,0,0.0161,안전,Platinum,0.1667,2.0,0.8333,59.48,0.3333,0.3333,0,1,0,12.0,2.5649,3
C0553,0,0,0.0004,안전,Platinum,1.6,5.7857,1.8,20.09,0.1111,0.1111,0,1,0,22.0,1.7918,2
C0554,0,0,0.0007,안전,Platinum,0.3667,2.8571,0.3333,20.0,0.0,0.4167,0,0,1,14.0,3.434,6
C0555,0,0,0.035,안전,Platinum,0.4,0.75,0.4,42.48,0.0,1.3333,0,0,0,20.0,1.7918,2
C0556,0,0,0.0006,안전,Platinum,0.25,1.75,0.5833,49.03,0.75,0.5,0,1,0,17.0,2.5649,1
C0557,1,1,0.9673,고위험,Risk,3.0,2.4,3.0,42.25,0.75,1.25,0,0,0,13.0,0.6931,5
C0558,0,0,0.01,안전,Platinum,0.4,1.125,0.6,51.89,0.3333,1.0,0,0,0,20.0,1.7918,2
C0559,0,0,0.0006,안전,Platinum,0.0455,0.3333,0.1818,72.54,0.0,0.5,0,1,0,12.0,3.1355,4
C0560,0,0,0.0256,안전,Platinum,0.1667,1.6,0.6667,64.64,0.3333,1.6667,0,0,0,16.0,2.5649,5
C0561,1,1,0.9085,위험,Risk,2.0,1.5,2.0,49.63,0.3333,0.6667,1,0,0,14.0,0.6931,3
C0562,0,0,0.0379,안전,Platinum,0.0714,0.0,0.0,63.91,0.0,0.5,0,1,0,22.0,2.7081,4
C0563,0,0,0.0754,안전,Platinum,0.5,2.5,2.5,73.61,0.0,2.5,1,0,0,18.0,1.0986,2
C0564,0,0,0.0092,안전,Platinum,0.3333,1.931,0.3333,20.55,0.875,0.375,0,0,0,14.0,3.091,9
C0565,0,0,0.0314,안전,Platinum,0.1538,0.9375,0.3846,62.07,0.3333,0.3333,1,0,0,13.0,2.6391,5
C0566,0,0,0.0091,안전,Platinum,0.7143,4.4,0.7143,21.82,0.0909,0.2727,0,0,0,14.0,2.7081,3
C0567,0,0,0.0331,안전,Platinum,0.4118,4.8,0.8824,30.0,0.875,0.375,0,0,0,14.0,2.8904,9
C0568,0,0,0.001,안전,Platinum,0.1053,1.2273,0.4737,53.78,0.6667,1.6667,1,0,0,16.0,2.9957,3
C0569,0,0,0.0003,안전,Platinum,1.0,5.1429,3.0,38.05,0.25,0.25,0,1,0,19.0,1.3863,3
C0570,0,0,0.0002,안전,Platinum,1.75,5.3333,2.0,19.48,0.125,0.25,0,1,0,21.0,1.6094,1
C0571,0,0,0.0032,안전,Platinum,0.625,1.7143,0.5,31.07,0.1667,0.5,0,0,0,12.0,2.1972,5
C0572,0,0,0.0021,안전,Platinum,0.3,0.5185,0.1,34.29,0.4286,0.5714,0,0,0,13.0,3.0445,10
C0573,0,0,0.0007,안전,Platinum,0.8667,3.3793,0.4667,17.14,0.2143,0.3571,0,0,0,17.0,2.7726,1
C0574,0,0,0.0308,안전,Platinum,0.5,0.5,0.5,71.68,0.5,1.5,0,0,0,12.0,1.0986,5
C0575,1,1,0.9361,위험,Risk,0.1429,0.0,0.0,65.81,0.0,1.5,1,0,0,22.0,2.0794,4
C0576,1,1,0.9149,위험,Risk,0.0556,0.4,0.2222,120.0,0.5,2.5,1,0,0,14.0,2.9444,6
C0577,0,0,0.0006,안전,Platinum,0.0909,0.3077,0.1818,78.72,0.0,1.0,0,1,0,14.0,2.4849,10
C0578,0,0,0.0171,안전,Platinum,0.1667,0.5,0.3333,69.19,0.0,2.0,0,0,0,11.0,1.9459,9
C0579,0,0,0.0121,안전,Platinum,0.3333,4.0,2.0,78.19,1.0,0.3333,1,0,0,12.0,1.9459,2
C0580,0,0,0.2902,관심,Gold,0.0714,0.0,0.0,60.89,0.0,1.0,0,1,0,17.0,2.7081,4
C0581,0,0,0.0011,안전,Platinum,0.2,2.2857,1.6,76.98,0.0,1.0,0,1,0,12.0,1.7918,2
C0582,0,0,0.0333,안전,Platinum,0.0714,0.0,0.0,65.36,0.5,2.5,0,0,0,16.0,2.7081,3
C0583,0,0,0.0101,안전,Platinum,0.3333,2.2857,0.5333,29.01,0.8333,0.8333,1,0,0,21.0,2.7726,2
C0584,0,0,0.0017,안전,Platinum,0.1,0.3913,0.15,58.4,0.6667,1.3333,1,0,0,23.0,3.0445,3
C0585,0,0,0.0019,안전,Platinum,0.1818,1.9286,0.8182,49.12,0.3333,0.3333,0,1,0,15.0,2.4849,8
C0586,0,0,0.0446,안전,Platinum,0.2,0.6923,0.3,60.49,0.6667,1.6667,0,0,0,14.0,2.3979,6
C0587,1,1,0.9985,고위험,Risk,8.0,7.2,8.0,26.67,0.3333,0.3333,1,0,0,13.0,0.6931,9
C0588,0,0,0.2118,관심,Gold,0.1429,0.1765,0.0714,53.72,0.3333,1.3333,1,0,0,15.0,2.7081,10
C0589,0,0,0.0003,안전,Platinum,2.0,4.9,2.3333,20.9,0.7143,0.2857,0,1,0,12.0,1.3863,1
C0590,0,0,0.0027,안전,Platinum,0.1429,1.9697,0.4643,48.0,0.4,1.0,1,0,0,14.0,3.3673,1
C0591,0,0,0.0295,안전,Platinum,0.5,3.4286,2.0,57.32,0.6667,1.0,1,0,0,19.0,1.6094,9
C0592,0,0,0.0042,안전,Platinum,0.8,0.5,0.2,25.67,0.6,0.8,0,0,0,13.0,1.7918,2
C0593,0,0,0.0303,안전,Platinum,1.2222,4.0,0.7778,19.07,0.0833,0.25,1,0,0,12.0,2.3026,3
C0594,0,0,0.0265,안전,Platinum,0.2308,0.7059,0.2308,41.57,0.5,0.25,0,1,0,19.0,2.6391,4
C0595,1,1,0.9622,고위험,Risk,0.5,3.0,1.75,71.98,0.6667,1.3333,1,0,0,13.0,1.6094,4
C0596,0,0,0.0006,안전,Platinum,0.1364,0.3077,0.0909,60.0,0.25,0.5,0,1,0,15.0,3.1355,4
C0597,0,0,0.0283,안전,Platinum,0.2222,0.5,0.2222,55.83,0.6667,1.0,1,0,0,12.0,2.3026,3
C0598,0,0,0.011,안전,Platinum,0.0769,0.9333,0.5385,69.88,0.5,1.5,0,0,0,11.0,2.6391,4
C0599,0,0,0.2719,관심,Gold,0.1429,0.0,0.0,60.33,0.0,2.5,0,0,0,22.0,2.0794,3
C0600,0,0,0.1614,안전,Platinum,0.6667,1.5,1.0,62.65,0.3333,1.0,1,0,0,13.0,1.3863,10
C0601,0,0,0.0027,안전,Platinum,0.2222,1.0,0.4444,50.68,0.6667,1.0,0,0,0,17.0,2.3026,2
C0602,1,1,0.7584,주의,Silver,2.0,1.5,2.0,50.98,0.3333,0.3333,1,0,0,25.0,0.6931,3
C0603,0,0,1e-04,안전,Platinum,0.0455,0.1667,0.0909,83.26,0.0,1.5,0,0,0,14.0,3.1355,3
C0604,0,0,0.0,안전,Platinum,0.0417,0.2308,0.125,115.71,0.0,2.0,0,0,0,16.0,3.2189,4
C0605,0,0,0.0065,안전,Platinum,0.1176,0.15,0.0588,80.0,0.6667,1.6667,0,0,0,15.0,2.8904,8
C0606,0,0,1e-04,안전,Platinum,0.1333,1.5,0.6,52.92,0.6667,1.0,0,0,0,14.0,2.7726,3
C0607,0,0,0.0071,안전,Platinum,0.1667,1.2,0.5,49.89,0.3333,1.3333,0,0,0,15.0,2.5649,6
C0608,0,0,0.0105,안전,Platinum,0.2414,1.7297,0.2759,23.61,0.875,0.5,1,0,0,15.0,3.4012,5
C0609,1,1,0.9867,고위험,Risk,10.0,2.7273,30.0,62.16,0.0,1.5,1,0,0,14.0,0.0,4
C0610,0,0,0.0066,안전,Platinum,0.3333,0.5882,0.1667,46.93,0.4,0.6,0,0,0,21.0,2.5649,8
C0611,0,0,0.0069,안전,Platinum,0.7857,4.1538,0.6429,13.46,0.25,0.3333,0,0,0,13.0,2.7081,2
C0612,1,1,0.9101,위험,Risk,0.05,0.0,0.0,61.9,0.0,1.0,1,0,0,14.0,3.0445,10
C0613,0,0,0.0156,안전,Platinum,0.0833,0.5714,0.3333,76.02,0.5,0.5,0,1,0,11.0,2.5649,9
C0614,1,1,0.9169,위험,Risk,2.0,0.75,1.0,47.0,0.3333,1.6667,1,0,0,22.0,0.6931,3
C0615,0,0,0.0173,안전,Platinum,0.2778,1.75,0.3889,25.26,0.5,0.5,0,0,0,22.0,2.9444,5
C0616,0,0,0.0015,안전,Platinum,0.5,1.0,1.0,64.87,0.0,1.5,0,0,0,17.0,1.0986,10
C0617,0,0,0.051,안전,Platinum,1.5,5.0909,2.0,17.48,0.7143,0.7143,1,0,0,14.0,1.6094,2
C0618,0,1,0.7857,주의,Silver,4.0,2.5,3.0,33.75,0.2,0.6,0,0,0,16.0,0.6931,3
C0619,1,1,0.9565,고위험,Risk,10.0,3.6364,40.0,65.51,0.0,2.5,0,0,0,22.0,0.0,1
C0620,1,1,0.9118,위험,Risk,2.0,0.75,1.0,51.21,0.6667,1.3333,0,0,0,13.0,0.6931,3
C0621,0,0,0.0532,안전,Platinum,1.5,5.0909,2.0,17.48,0.2857,0.7143,1,0,0,14.0,1.6094,2
C0622,0,0,0.0193,안전,Platinum,1.75,7.3333,2.75,19.46,0.125,0.625,0,0,0,12.0,1.6094,3
C0623,0,0,0.0031,안전,Platinum,0.25,0.8182,0.375,49.37,0.3333,1.3333,0,0,0,16.0,2.1972,4
C0624,0,0,0.1962,안전,Platinum,70.0,5.4545,60.0,16.08,0.875,0.625,0,0,0,13.0,0.0,1
C0625,0,0,0.004,안전,Platinum,0.7143,2.2,0.3571,17.11,0.2727,0.2727,0,0,0,12.0,2.7081,3
C0626,0,0,0.0006,안전,Platinum,0.1935,1.2895,0.2258,32.87,0.2857,0.2857,0,1,1,13.0,3.4657,8
C0627,0,0,0.0204,안전,Platinum,0.2222,0.75,0.3333,58.23,0.6667,0.3333,0,1,0,12.0,2.3026,3
C0628,0,0,1e-04,안전,Platinum,0.125,0.6316,0.25,59.1,0.6667,0.3333,1,0,0,14.0,2.8332,4
C0629,0,0,0.0067,안전,Platinum,0.1667,0.2,0.0833,66.17,0.6667,1.3333,0,0,0,17.0,2.5649,9
C0630,0,0,0.0149,안전,Platinum,1.1429,3.9375,1.0,14.37,0.1111,0.1111,0,1,0,12.0,2.0794,2
C0631,0,0,0.0002,안전,Platinum,0.04,0.1481,0.08,71.29,0.5,1.0,0,1,0,18.0,3.2581,1
C0632,0,0,0.0018,안전,Platinum,0.0909,0.12,0.0455,50.2,0.3333,1.3333,0,0,0,12.0,3.1355,7
C0633,1,1,0.9953,고위험,Risk,2.0,2.25,3.0,51.0,0.6667,1.0,1,0,0,20.0,0.6931,8
C0634,0,0,0.005,안전,Platinum,0.6667,1.0,0.6667,56.14,0.3333,0.6667,0,1,0,20.0,1.3863,2
C0635,0,0,0.0012,안전,Platinum,0.1667,0.8,0.3333,50.37,0.3333,1.0,0,0,0,12.0,2.5649,3
C0636,1,0,0.3631,관심,Gold,0.25,0.6667,0.5,65.7,0.0,2.0,1,0,0,22.0,1.6094,2
C0637,0,0,0.0057,안전,Platinum,0.1667,0.8,0.3333,74.41,0.6667,1.0,0,0,0,20.0,2.5649,5
C0638,0,0,0.0002,안전,Platinum,0.9231,5.5,0.8462,13.12,0.2308,0.2308,0,0,0,12.0,2.6391,3
C0639,1,1,0.8866,위험,Risk,1.0,0.6,0.5,63.91,0.6667,1.6667,1,0,0,20.0,1.0986,9
C0640,0,0,0.002,안전,Platinum,0.0417,0.0,0.0,63.61,0.5,1.0,0,1,0,11.0,3.2189,2
C0641,0,0,0.1395,안전,Platinum,0.25,0.0,0.0,60.04,0.5,2.0,0,0,0,14.0,1.6094,2
C0642,1,1,0.5972,주의,Silver,0.3333,2.1538,0.7778,47.32,0.75,1.0,0,0,0,22.0,2.3026,5
C0643,0,0,0.0004,안전,Platinum,0.0625,0.2222,0.125,73.69,0.0,1.5,0,0,0,12.0,2.8332,5
C0644,0,0,0.0273,안전,Platinum,0.1429,0.6667,0.4286,68.11,0.0,1.0,1,0,0,13.0,2.0794,2
C0645,0,0,0.001,안전,Platinum,2.0,3.0,4.0,59.91,0.6667,0.3333,0,1,0,13.0,0.6931,3
